image,xmin,ymin,xmax,ymax,label,time_stamp,time_in_sec,Time,GPS_Latitude,GPS_Longitude,HD_GT_lat,HD_GT_long,est_dist_x,est_dist_y,est_angle_btwn_boun_box_cam,est_bearing_btwn_cam_obj,lat_x,long_x,lat_y,long_y,est_gps_x_diff_gt_gps,est_gps_y_diff_gt_gps,cam_est_dist_x_diff_marker_dist,cam_est_dist_y_diff_marker_dist,mapped_est_dist_y
1641594656569143942.jpg,884.6362997071517,758.1167763157894,984.0690987207151,854.4326139751232,7,1641594656569143942,1641594656,16415946568588514,33.551408,-84.1673861,33.5513049,-84.1673621,3.7,3.8,5.200550471333358,353.29623704804203,33.551338,-84.167367,33.551339,-84.167367,8.0,7.9,3.3,3.2,3
1641594657719240221.jpg,881.479751078915,748.6430921052631,999.8521308569668,848.1167763157894,7,1641594657719240221,1641594657,16415946578589914,33.551408099999996,-84.1673885,33.5513049,-84.1673621,3.1,3.7,6.202337881244321,353.6467986623147,33.551333,-84.167366,33.551338,-84.167367,8.6,8.0,3.9,3.3,3
1641594658886380845.jpg,886.2146462700371,759.6957718698601,1010.9001233045624,887.5905087119654,6,1641594658886380845,1641594658,16415946588556396,33.5514077,-84.1673921,33.5513049,-84.1673621,3.0,2.9,6.49672465093004,354.0667499568169,33.551332,-84.167365,33.551331,-84.167365,8.8,8.9,3.0,3.1,3
1641594661247043647.jpg,786.7818472564735,107.59048461914061,876.7448558877928,202.32732672440375,8,1641594661247043647,1641594661,16415946618554868,33.5514096,-84.16738649999999,33.5513049,-84.1673621,4.1,3.9,4.5091328375637065,346.6570562522092,33.551341,-84.167372,33.551339,-84.167372,7.7,8.0,3.9000000000000004,4.1,3
1641594684638072794.jpg,543.7238459463625,617.5905087119654,718.9149680178791,742.3273267244037,5,1641594684638072794,1641594684,16415946848634610,33.5514133,-84.1673928,33.5513049,-84.1673621,2.1,3.0,8.524424342159016,332.3381058851473,33.551322,-84.167373,33.551329,-84.167377,10.3,9.5,2.9,2.0,3
1641594685780609692.jpg,652.6264353421702,706.0115131578947,826.2392108508016,865.4852214612458,4,1641594685780609692,1641594685,16415946858466864,33.551412,-84.1673957,33.5513049,-84.1673621,2.1,2.3,8.732869207516025,340.0965765576527,33.551323,-84.16737,33.551324,-84.167371,10.2,10.0,1.9,1.7000000000000002,3
1641594687001804594.jpg,908.3107756627621,740.7484034488075,1044.044389642417,873.3799823961759,5,1641594687001804594,1641594687,16415946878434554,33.5514075,-84.1673932,33.5513049,-84.1673621,2.7,2.8,7.1005081228691145,4.685125903270255,33.551329,-84.16736,33.55133,-84.16736,9.3,9.2,2.3,2.2,3
1641594683455298891.jpg,608.4340320591863,496.0115372507195,741.0110974106043,595.4852214612458,6,1641594683455298891,1641594683,16415946838429716,33.5514134,-84.16738799999999,33.5513049,-84.1673621,2.8,3.7,6.649894402651253,335.4382512741558,33.551328,-84.167375,33.551335,-84.167379,9.6,8.8,3.2,2.3,3
1641594699967637797.jpg,916.2022194821209,532.3273508172285,1053.514180024661,661.80101093493,6,1641594699967637797,1641594699,16415946998307796,33.5514075,-84.1673921,33.5513049,-84.1673621,2.7,2.9,7.401192598454248,4.391992894295254,33.551329,-84.16736,33.551331,-84.16736,9.2,9.0,3.3,3.1,3
1641594698812644846.jpg,946.1899371917386,551.2747192382812,1091.3933415536376,663.3799342105262,7,1641594698812644846,1641594698,16415946988357928,33.5514064,-84.16739009999999,33.5513049,-84.1673621,2.6,3.3,7.805245267208049,3.934473773376988,33.551328,-84.16736,33.551335,-84.16736,9.2,8.4,4.4,3.7,3
1641594702273823930.jpg,931.9852516183724,420.222063566509,1042.4661875770655,514.9589056717722,6,1641594702273823930,1641594702,16415947028346302,33.5514075,-84.167392,33.5513049,-84.1673621,3.4,3.9,5.95539962383969,4.322703049824878,33.551335,-84.167359,33.55134,-84.167359,8.6,8.1,2.6,2.1,3
1641594701119633828.jpg,949.3464858199754,472.32732672440375,1078.7670025431567,586.0115372507196,5,1641594701119633828,1641594701,16415947018118802,33.5514073,-84.1673934,33.5513049,-84.1673621,2.9,3.3,6.977646315052607,3.9240761139733054,33.551331,-84.16736,33.551335,-84.16736,9.0,8.6,2.1,1.7000000000000002,3
1641663573807815913.jpg,920.937114673243,390.22208765933385,1034.5745992601726,505.4852214612458,5,1641663573807815913,1641663573,16416635737721426,33.5436187,-84.28348690000001,33.5436081,-84.2835229,3.3,3.2,6.118296128819399,4.627535003207639,33.543638,-84.28352,33.543637,-84.28352,3.7,3.7,1.7000000000000002,1.7999999999999998,3
1641663572656415629.jpg,977.7558569667078,369.6957236842105,1075.6104539149198,466.0115613435444,6,1641663572656415629,1641663572,16416635727644644,33.5436197,-84.28348270000001,33.5436081,-84.2835229,3.8,3.8,5.2406399674615995,4.005536297113033,33.543642,-84.28352,33.543642,-84.28352,4.3,4.3,2.2,2.2,3
1641663576112629884.jpg,976.1776549013564,527.5905087119654,1148.2120838471023,669.6957718698602,3,1641663576112629884,1641663576,16416635767439718,33.5436141,-84.2834946,33.5436081,-84.2835229,2.2,2.6,9.196612902816,4.994659151082737,33.543628,-84.283521,33.543631,-84.28352,2.9,3.0,0.7999999999999998,0.3999999999999999,3
1641663578519623836.jpg,1003.0086794852035,606.5378289473683,1156.103672163995,729.6957236842104,4,1641663578519623836,1641663578,16416635787519734,33.5436143,-84.2834929,33.5436081,-84.2835229,2.4,3.0,8.114727603085335,5.7349640145054765,33.54363,-84.28352,33.543635,-84.28352,3.1,3.4,1.6,1.0,3
1641663574963500098.jpg,936.7201468094945,445.48519736842104,1075.6104539149198,571.8010109349301,4,1641663574963500098,1641663574,16416635747661540,33.5436169,-84.283491,33.5436081,-84.2835229,2.7,2.9,7.488848983173866,3.9619647312930804,33.543632,-84.283521,33.543634,-84.283521,3.2,3.4,1.2999999999999998,1.1,3
1641663577294570786.jpg,1003.0086794852035,568.6430921052631,1176.621454993835,699.6957477770353,3,1641663577294570786,1641663577,16416635777516670,33.543613799999996,-84.28349340000001,33.5436081,-84.2835229,2.1,2.8,9.210245702213898,6.215066084046548,33.543627,-84.28352,33.543633,-84.28352,2.9,3.3,0.8999999999999999,0.20000000000000018,3
