timestamp_pseudoHD,timestamp_DD,side_HD_pseudoHD,side_HD_DD,GT_side_pseudoHD_DD,GT_side_HD_DD,GT_side_HD_pseudoHD,HD_GT_lat,HD_GT_long,pseudoHD_GT_lat,pseudoHD_GT_long,DD_GT_lat,DD_GT_long,DD_prev_lat,DD_prev_long,HD_pseudoHD_GT_bearing,HD_DD_GT_bearing,angle_HD,angle_pseudoHD,angle_DD,Note,estimated_bearing_HD_pseudoHD,bearing_of_DD_from_HD_oneside,bearing_of_DD_from_HD_otherside,lat1,long1,lat2,long2,DD_latest_lat,DD_latest_long,HD_DD_est_bearing,dist_DD_GT_latlong_est_latlong,HD_pseudoHD_dist_diffs,HD_DD_dist_diffs,HD_DD_bearing_diffs
4456210,4529754,11.5,10.9,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.52,60.2,66.28,,61,7.479999999999997,114.52000000000001,33.919043,-84.279055,33.918905,-84.278963,33.918905,-84.278963,114.52000000000001,0.3,0.09999999999999964,0.6999999999999993,1.4799999999999898
4456779,4530314,11.0,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.39,63.31,62.3,,61,6.609999999999999,115.39,33.919045,-84.279056,33.918903,-84.278961,33.918903,-84.278961,115.39,0.1,0.5999999999999996,0.5,0.6099999999999994
4457332,4530883,11.8,10.7,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.07,57.87,69.06,,61,7.93,114.07,33.919041,-84.279054,33.918907,-84.278964,33.918907,-84.278964,114.07,0.6,0.20000000000000107,0.9000000000000004,1.9300000000000068
4457894,4531452,11.4,10.3,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,55.2,56.86,67.94,,61,5.799999999999997,116.2,33.919038,-84.279059,33.918905,-84.27897,33.918905,-84.27897,116.2,0.8,0.1999999999999993,1.299999999999999,0.20000000000000284
4458465,4532017,11.1,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.39,62.3,63.31,,61,6.609999999999999,115.39,33.919044,-84.279056,33.918904,-84.278962,33.918904,-84.278962,115.39,0.2,0.5,0.5999999999999996,0.6099999999999994
4459040,4532560,10.8,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,55.19,63.41,61.4,,61,5.810000000000002,116.19,33.919044,-84.279058,33.918902,-84.278963,33.918902,-84.278963,116.19,0.1,0.7999999999999989,0.5999999999999996,0.18999999999999773
4459612,4533129,11.5,11.3,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,52.58,62.69,64.73,,61,8.420000000000002,113.58,33.919047,-84.279052,33.918905,-84.278958,33.918905,-84.278958,113.58,0.5,0.09999999999999964,0.29999999999999893,2.4200000000000017
4460186,4533710,11.4,11.5,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,52.34,64.34,63.32,,61,8.659999999999997,113.34,33.919048,-84.279051,33.918905,-84.278956,33.918905,-84.278956,113.34,0.6,0.1999999999999993,0.09999999999999964,2.6599999999999966
4460742,4534299,11.4,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.08,62.44,64.47,,61,7.920000000000002,114.08,33.919046,-84.279053,33.918905,-84.278959,33.918905,-84.278959,114.08,0.4,0.1999999999999993,0.40000000000000036,1.9200000000000017
4461291,4534863,11.1,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.12,62.94,62.94,,61,6.880000000000003,115.12,33.919045,-84.279056,33.918904,-84.278961,33.918904,-84.278961,115.12,0.2,0.5,0.5,0.8799999999999955
4461858,4535427,9.5,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,57.71,69.62,52.67,,61,3.289999999999999,118.71000000000001,33.919047,-84.279063,33.918898,-84.278964,33.918898,-84.278964,118.71000000000001,0.5,2.0999999999999996,0.40000000000000036,2.710000000000008
4462438,4535994,11.2,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.86,62.56,63.58,,61,7.140000000000001,114.86,33.919045,-84.279055,33.918904,-84.278961,33.918904,-84.278961,114.86,0.2,0.40000000000000036,0.5,1.1400000000000006
4463015,4536545,11.4,9.6,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,56.72,52.62,70.66,,61,4.280000000000001,117.72,33.919032,-84.279062,33.918906,-84.278978,33.918906,-84.278978,117.72,1.5,0.1999999999999993,2.0,1.7199999999999989
4463584,4537112,11.3,8.8,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,58.77,48.16,73.07,,61,2.229999999999997,119.77000000000001,33.919025,-84.279066,33.918907,-84.278987,33.918907,-84.278987,119.77000000000001,2.4,0.29999999999999893,2.799999999999999,3.7700000000000102
4464140,4537737,11.3,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.59,62.19,64.22,,61,7.409999999999997,114.59,33.919045,-84.279054,33.918904,-84.278961,33.918904,-84.278961,114.59,0.2,0.29999999999999893,0.5,1.4099999999999966
4464797,4538284,11.3,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.34,62.82,63.84,,61,7.659999999999997,114.34,33.919046,-84.279054,33.918904,-84.278959,33.918904,-84.278959,114.34,0.4,0.29999999999999893,0.40000000000000036,1.6599999999999966
4465343,4538901,11.5,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.29,60.82,65.89,,61,7.710000000000001,114.28999999999999,33.919044,-84.279054,33.918905,-84.278961,33.918905,-84.278961,114.28999999999999,0.3,0.09999999999999964,0.5999999999999996,1.710000000000008
4465998,4539451,11.4,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.08,62.44,64.47,,61,7.920000000000002,114.08,33.919046,-84.279053,33.918905,-84.278959,33.918905,-84.278959,114.08,0.4,0.1999999999999993,0.40000000000000036,1.9200000000000017
4466571,4539990,11.0,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.66,62.67,62.67,,61,6.340000000000003,115.66,33.919044,-84.279057,33.918903,-84.278963,33.918903,-84.278963,115.66,0.1,0.5999999999999996,0.5999999999999996,0.3400000000000034
4467124,4540551,11.5,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.29,60.82,65.89,,61,7.710000000000001,114.28999999999999,33.919044,-84.279054,33.918905,-84.278961,33.918905,-84.278961,114.28999999999999,0.3,0.09999999999999964,0.5999999999999996,1.710000000000008
4467805,4541099,11.4,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.08,62.44,64.47,,61,7.920000000000002,114.08,33.919046,-84.279053,33.918905,-84.278959,33.918905,-84.278959,114.08,0.4,0.1999999999999993,0.40000000000000036,1.9200000000000017
4468474,4541670,11.3,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.84,61.56,64.6,,61,7.159999999999997,114.84,33.919044,-84.279055,33.918904,-84.278962,33.918904,-84.278962,114.84,0.2,0.29999999999999893,0.5999999999999996,1.1599999999999966
4469049,4542238,11.3,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.59,62.19,64.22,,61,7.409999999999997,114.59,33.919045,-84.279054,33.918904,-84.278961,33.918904,-84.278961,114.59,0.2,0.29999999999999893,0.5,1.4099999999999966
4469626,4543370,11.4,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.57,61.19,65.24,,61,7.43,114.57,33.919044,-84.279055,33.918905,-84.278962,33.918905,-84.278962,114.57,0.3,0.1999999999999993,0.5999999999999996,1.4300000000000068
4470204,4543941,11.2,10.9,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.37,61.3,64.33,,61,6.630000000000003,115.37,33.919043,-84.279056,33.918904,-84.278963,33.918904,-84.278963,115.37,0.2,0.40000000000000036,0.6999999999999993,0.6299999999999955
4470772,4544509,11.2,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.6,63.2,63.2,,61,7.399999999999999,114.6,33.919046,-84.279054,33.918904,-84.27896,33.918904,-84.27896,114.6,0.3,0.40000000000000036,0.40000000000000036,1.4000000000000057
4471348,4545082,11.4,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.32,61.82,64.86,,61,7.68,114.32,33.919045,-84.279054,33.918905,-84.27896,33.918905,-84.27896,114.32,0.4,0.1999999999999993,0.5,1.6800000000000068
4471916,4545658,11.2,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.6,63.2,63.2,,61,7.399999999999999,114.6,33.919046,-84.279054,33.918904,-84.27896,33.918904,-84.27896,114.6,0.3,0.40000000000000036,0.40000000000000036,1.4000000000000057
4472491,4546305,11.3,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.84,61.56,64.6,,61,7.159999999999997,114.84,33.919044,-84.279055,33.918904,-84.278962,33.918904,-84.278962,114.84,0.2,0.29999999999999893,0.5999999999999996,1.1599999999999966
4473065,4546853,11.0,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.66,62.67,62.67,,61,6.340000000000003,115.66,33.919044,-84.279057,33.918903,-84.278963,33.918903,-84.278963,115.66,0.1,0.5999999999999996,0.5999999999999996,0.3400000000000034
4473637,4547401,11.3,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.84,61.56,64.6,,61,7.159999999999997,114.84,33.919044,-84.279055,33.918904,-84.278962,33.918904,-84.278962,114.84,0.2,0.29999999999999893,0.5999999999999996,1.1599999999999966
4474224,4548013,11.5,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.29,60.82,65.89,,61,7.710000000000001,114.28999999999999,33.919044,-84.279054,33.918905,-84.278961,33.918905,-84.278961,114.28999999999999,0.3,0.09999999999999964,0.5999999999999996,1.710000000000008
4474793,4548600,11.4,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.57,61.19,65.24,,61,7.43,114.57,33.919044,-84.279055,33.918905,-84.278962,33.918905,-84.278962,114.57,0.3,0.1999999999999993,0.5999999999999996,1.4300000000000068
4475364,4549177,11.4,10.8,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.04,59.95,66.01,,61,6.960000000000001,115.03999999999999,33.919042,-84.279056,33.918905,-84.278964,33.918905,-84.278964,115.03999999999999,0.4,0.1999999999999993,0.7999999999999989,0.960000000000008
4475925,4549793,11.4,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.57,61.19,65.24,,61,7.43,114.57,33.919044,-84.279055,33.918905,-84.278962,33.918905,-84.278962,114.57,0.3,0.1999999999999993,0.5999999999999996,1.4300000000000068
4476503,4550460,11.4,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.57,61.19,65.24,,61,7.43,114.57,33.919044,-84.279055,33.918905,-84.278962,33.918905,-84.278962,114.57,0.3,0.1999999999999993,0.5999999999999996,1.4300000000000068
4477083,4551009,11.3,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.59,62.19,64.22,,61,7.409999999999997,114.59,33.919045,-84.279054,33.918904,-84.278961,33.918904,-84.278961,114.59,0.2,0.29999999999999893,0.5,1.4099999999999966
