image,xmin,ymin,xmax,ymax,label,time_stamp,time_in_sec,Time,GPS_Latitude,GPS_Longitude,HD_GT_lat,HD_GT_long,est_dist_x,est_dist_y,est_angle_btwn_boun_box_cam,est_bearing_btwn_cam_obj,lat_x,long_x,lat_y,long_y,est_gps_x_diff_gt_gps,est_gps_y_diff_gt_gps,cam_est_dist_x_diff_marker_dist,cam_est_dist_y_diff_marker_dist,mapped_est_dist_y
1641594580066308636.jpg,993.5388891029594,682.3273026315788,1034.5745992601728,715.4851973684209,10,1641594580066308636,1641594580,16415945808941598,33.5514066,-84.1673636,33.5513049,-84.1673621,9.0,11.2,2.189038767079685,3.9240761139733054,33.551386,-84.167355,33.551405,-84.167354,2.4,0.9,1.0,1.1999999999999993,15
1641594592900522987.jpg,991.960542540074,688.6431402909128,1031.418050631936,720.2220394736842,10,1641594592900522987,1641594592,16415945928875008,33.551409899999996,-84.1673656,33.5513049,-84.1673621,9.4,11.7,2.103569598048244,3.928181333427597,33.551389,-84.167355,33.55141,-84.167353,2.5,1.2,0.5999999999999996,1.6999999999999993,15
1641594595292796612.jpg,991.960542540074,690.222063566509,1029.8397040690506,712.3273508172285,10,1641594595292796612,1641594595,16415945958864856,33.551410000000004,-84.1673647,33.5513049,-84.1673621,9.8,16.8,2.0204858543394564,3.930934861611349,33.551393,-84.167355,33.551456,-84.16735,2.1,5.3,0.1999999999999993,6.800000000000001,15
1641594610487252367.jpg,991.960542540074,680.7483793559827,1034.5745992601726,712.3273508172285,10,1641594610487252367,1641594610,16415946108794532,33.5514111,-84.1673603,33.5513049,-84.1673621,8.7,11.7,2.2741120491225226,3.9247523925348817,33.551383,-84.167356,33.55141,-84.167353,3.1,0.7,1.3000000000000007,1.6999999999999993,15
1641594613985795599.jpg,963.5511713933416,671.2746951454563,1004.5870260480889,702.8536666067023,10,1641594613985795599,1641594613,16415946138665324,33.5514121,-84.16735849999999,33.5513049,-84.1673621,9.0,11.7,2.19604320863524,4.416152953387825,33.551386,-84.167355,33.55141,-84.167352,2.9,0.6,1.0,1.6999999999999993,15
1641594708081371516.jpg,783.6251541307029,650.7484034488075,819.9261135943281,680.7483793559827,10,1641594708081371516,1641594708,16415947088308422,33.5514208,-84.1673226,33.5513049,-84.1673621,10.2,12.3,1.9015338934561683,344.5535658849009,33.551393,-84.167391,33.551412,-84.167397,7.1,7.0,0.1999999999999993,2.3000000000000007,15
1641594797562847908.jpg,988.8039939118373,687.0641447368421,1032.9963971948214,717.0641929224918,10,1641594797562847908,1641594797,16415947977787556,33.5513959,-84.1673557,33.5513049,-84.1673621,8.4,12.3,2.356879647897461,3.9309345778224407,33.55138,-84.167356,33.551415,-84.167353,1.8,2.1,1.5999999999999996,2.3000000000000007,15
1641594860371099823.jpg,988.4493452791179,683.0652573529411,1030.7925568573398,716.1534926470588,10,1641594860371099823,1641594860,16415948607315338,33.551409899999996,-84.16734609999999,33.5513049,-84.1673621,8.8,11.2,2.2592873458304634,3.936868841244558,33.551384,-84.167356,33.551405,-84.167354,3.0,0.9,1.1999999999999993,1.1999999999999993,15
1641594859211558627.jpg,987.1261199172985,683.0652573529411,1029.4693314955205,716.1534926470588,10,1641594859211558627,1641594859,16415948597344942,33.551409899999996,-84.1673464,33.5513049,-84.1673621,8.8,11.2,2.259494414181961,3.944918518159618,33.551384,-84.167356,33.551405,-84.167354,3.0,0.9,1.1999999999999993,1.1999999999999993,15
1641594862717530809.jpg,987.1261199172985,681.7417279411765,1029.4693314955205,714.8299632352941,10,1641594862717530809,1641594862,16415948627388288,33.551409899999996,-84.1673457,33.5513049,-84.1673621,8.8,11.2,2.259919571520202,3.944918518159618,33.551384,-84.167356,33.551405,-84.167354,3.0,0.9,1.1999999999999993,1.1999999999999993,15
