timestamp_pseudoHD,timestamp_DD,side_HD_pseudoHD,side_HD_DD,GT_side_pseudoHD_DD,GT_side_HD_DD,GT_side_HD_pseudoHD,HD_GT_lat,HD_GT_long,pseudoHD_GT_lat,pseudoHD_GT_long,DD_GT_lat,DD_GT_long,DD_prev_lat,DD_prev_long,HD_pseudoHD_GT_bearing,HD_DD_GT_bearing,angle_HD,angle_pseudoHD,angle_DD,Note,estimated_bearing_HD_pseudoHD,bearing_of_DD_from_HD_oneside,bearing_of_DD_from_HD_otherside,lat1,long1,lat2,long2,DD_latest_lat,DD_latest_long,HD_DD_est_bearing,dist_DD_GT_latlong_est_latlong,HD_pseudoHD_dist_diffs,HD_DD_dist_diffs,HD_DD_bearing_diffs
3399507,3482390,2.8,3.1,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,58.62,65.87,55.52,,319,260.38,17.62,33.918931,-84.279056,33.918963,-84.279013,33.918963,-84.279013,17.62,0.3,0.5,0.2,5.62
3400069,3482949,2.9,2.9,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,60,60,60,,319,259,19,33.918931,-84.279054,33.918961,-84.279013,33.918961,-84.279013,19,0.5,0.4,0.4,7
3400639,3483520,2.9,3.1,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,57.69,64.62,57.69,,319,261.31,16.69,33.918932,-84.279056,33.918963,-84.279013,33.918963,-84.279013,16.69,0.3,0.4,0.2,4.69
3401209,3484091,2.8,3,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,59.88,63.49,56.63,,319,259.12,18.88,33.918931,-84.279055,33.918962,-84.279012,33.918962,-84.279012,18.88,0.4,0.5,0.3,6.88
3401777,3484662,2.7,2.9,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,62.26,62.26,55.49,,319,256.74,21.26,33.91893,-84.279054,33.91896,-84.279012,33.91896,-84.279012,21.26,0.6,0.6,0.4,9.26
3402348,3485232,-1.6,3.1,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,,,,Invalid triangle,319,,,,,,,,,,,4.9,0.2,
3402921,3485802,2.9,3,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,58.85,62.29,58.85,,319,260.15,17.85,33.918931,-84.279055,33.918962,-84.279013,33.918962,-84.279013,17.85,0.4,0.4,0.3,5.85
3403494,3486375,2.6,3,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,61.89,65.85,52.26,,319,257.11,20.89,33.91893,-84.279055,33.918961,-84.279011,33.918961,-84.279011,20.89,0.6,0.7,0.3,8.89
3404057,3486950,2.6,2.9,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,63.37,63.37,53.27,,319,255.63,22.37,33.91893,-84.279053,33.91896,-84.279011,33.91896,-84.279011,22.37,0.7,0.7,0.4,10.37
3404630,3487526,2.7,3,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,60.89,64.67,54.44,,319,258.11,19.89,33.91893,-84.279055,33.918961,-84.279012,33.918961,-84.279012,19.89,0.5,0.6,0.3,7.89
3405205,3488088,3,3,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,57.81,61.1,61.1,,319,261.19,16.81,33.918932,-84.279055,33.918962,-84.279014,33.918962,-84.279014,16.81,0.3,0.3,0.3,4.81
3405782,3488665,2.8,2.9,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,61.13,61.13,57.73,,319,257.87,20.13,33.918931,-84.279054,33.91896,-84.279012,33.91896,-84.279012,20.13,0.6,0.5,0.4,8.13
3406359,3489240,2.9,3,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,58.85,62.29,58.85,,319,260.15,17.85,33.918931,-84.279055,33.918962,-84.279013,33.918962,-84.279013,17.85,0.4,0.4,0.3,5.85
3406930,3489817,2.4,3,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,63.83,68.2,47.97,,319,255.17,22.83,33.918929,-84.279054,33.918961,-84.27901,33.918961,-84.27901,22.83,0.6,0.9,0.3,10.83
3407514,3490391,2.8,3,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,59.88,63.49,56.63,,319,259.12,18.88,33.918931,-84.279055,33.918962,-84.279012,33.918962,-84.279012,18.88,0.4,0.5,0.3,6.88
3408087,3490970,3.1,2.8,2.9,3.3,3.3,33.918936,-84.279023,33.918958,-84.279046,33.918965,-84.279015,33.918953,-84.278998,318,12,58.62,55.52,65.87,,319,260.38,17.62,33.918932,-84.279053,33.91896,-84.279014,33.91896,-84.279014,17.62,0.6,0.2,0.5,5.62
