timestamp_pseudoHD,timestamp_DD,side_HD_pseudoHD,side_HD_DD,GT_side_pseudoHD_DD,GT_side_HD_DD,GT_side_HD_pseudoHD,HD_GT_lat,HD_GT_long,pseudoHD_GT_lat,pseudoHD_GT_long,DD_GT_lat,DD_GT_long,DD_prev_lat,DD_prev_long,HD_pseudoHD_GT_bearing,HD_DD_GT_bearing,angle_HD,angle_pseudoHD,angle_DD,Note,estimated_bearing_HD_pseudoHD,bearing_of_DD_from_HD_oneside,bearing_of_DD_from_HD_otherside,lat1,long1,lat2,long2,DD_latest_lat,DD_latest_long,HD_DD_est_bearing,dist_DD_GT_latlong_est_latlong,HD_pseudoHD_dist_diffs,HD_DD_dist_diffs,HD_DD_bearing_diffs
4235479,4331816,7.8,7.9,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,53.77,63.84,62.4,,299,245.23,352.77,33.918924,-84.27906,33.919024,-84.278993,33.918924,-84.27906,245.23,0.4,0.20000000000000018,0.09999999999999964,1.7700000000000102
4236043,4332364,7.8,6.8,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,57.71,54.06,68.23,,299,241.29,356.71,33.918925,-84.279047,33.919015,-84.278986,33.918925,-84.279047,241.29,1.4,0.20000000000000018,1.2000000000000002,5.710000000000008
4236612,4332927,7.8,5.8,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,60.85,45.52,73.63,,299,238.15,359.85,33.918926,-84.279035,33.919006,-84.278982,33.918926,-84.279035,238.15,2.5,0.20000000000000018,2.2,8.849999999999994
4237156,4333501,7.8,7.3,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,55.98,58.45,65.58,,299,243.02,354.98,33.918924,-84.279053,33.919019,-84.278989,33.918924,-84.279053,243.02,0.9,0.20000000000000018,0.7000000000000002,3.9799999999999898
4237723,4334068,7.8,7.7,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,54.52,62.02,63.46,,299,244.48,353.52,33.918924,-84.279057,33.919023,-84.278991,33.918924,-84.279057,244.48,0.6,0.20000000000000018,0.2999999999999998,2.5200000000000102
4238303,4334620,7.9,7.7,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,54.13,61.5,64.37,,299,244.87,353.13,33.918925,-84.279058,33.919023,-84.278992,33.918925,-84.279058,244.87,0.4,0.09999999999999964,0.2999999999999998,2.1299999999999955
4238851,4335168,7.6,7.9,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,54.48,64.91,60.61,,299,244.52,353.48,33.918923,-84.279059,33.919025,-84.278992,33.918923,-84.279059,244.52,0.5,0.40000000000000036,0.09999999999999964,2.4799999999999898
4239416,4335737,7.8,7.5,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,55.26,60.23,64.52,,299,243.74,354.26,33.918924,-84.279055,33.919021,-84.27899,33.918924,-84.279055,243.74,0.7,0.20000000000000018,0.5,3.259999999999991
4239988,4336310,7.7,8.0,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,53.73,65.29,60.97,,299,245.27,352.73,33.918924,-84.279061,33.919025,-84.278993,33.918924,-84.279061,245.27,0.3,0.2999999999999998,0.0,1.7299999999999898
4240558,4336882,6.0,7.8,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,60.26,72.54,47.2,,299,238.74,359.26,33.918918,-84.279054,33.919024,-84.278983,33.918918,-84.279054,238.74,1.2,2.0,0.20000000000000018,8.259999999999991
4241128,4337458,7.7,7.8,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,54.52,63.46,62.02,,299,244.48,353.52,33.918924,-84.279058,33.919024,-84.278992,33.918924,-84.279058,244.48,0.5,0.2999999999999998,0.20000000000000018,2.5200000000000102
4241701,4338019,7.7,7.9,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,54.13,64.37,61.5,,299,244.87,353.13,33.918924,-84.27906,33.919025,-84.278992,33.918924,-84.27906,244.87,0.4,0.2999999999999998,0.09999999999999964,2.1299999999999955
4242273,4338592,7.7,7.6,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,55.29,61.64,63.07,,299,243.71,354.29,33.918924,-84.279056,33.919022,-84.27899,33.918924,-84.279056,243.71,0.6,0.2999999999999998,0.40000000000000036,3.289999999999992
4242841,4339164,5.6,7.4,7.1,8.0,8.0,33.918954,-84.278982,33.918989,-84.279058,33.918927,-84.279062,33.918957,-84.279081,299,247,64.48,70.14,45.38,,299,234.51999999999998,3.480000000000018,33.918915,-84.279047,33.91902,-84.278977,33.918915,-84.279047,234.51999999999998,1.9,2.4000000000000004,0.5999999999999996,12.480000000000018
